"162,""Stobart Automotive CZ s.r.o."",""Èekija"",""Praha 5 ? Radot?n"",""27148297"",""CZ27148297"",""+420?739?019?666"",,""Buhalterija	Anna Okhrimenko	+420?739?019?666	mailto:anna.okhrimenko@eddiestobart.eu	"",""anna.okhrimenko@eddiestobart.eu"",";
"163,""Stobart Automotive Europe NV"",""Belgija"",""Genk"",""BE?0405.855.027"",""BE0405855027"",,,""Transport Manager	Arne Arnauts	+32?89?300?972	mailto:Arne.Arnauts@eddiestobart.eu	"",,";
"164,""STS Logistic"",""Lenkija"",""JASIN"",""0000377305"",""PL7773196380"",""+48 61 89 75 304"",,""International Dispatcher and Forwarder	Sùawomir Kania		slawomir.kania@stslogistic.com.pl	buhalterija	Monika Lekowska			"",,";
"165,""STURM Speditions GmbH"",""Vokietija"",""Altdorf"",""HRB 43455 (Amtsgericht Nürnberg)"",""DE369457586"",,,""	Lorenz Sturm		lorenz.sturm@sturm-spedition.com	"",,";
"166,""Tralveþa, MB"",""Lietuva"",""Marijampolë  ,Vidgiriai"",""305653321"",""LT100013654011"",,,""Direktorius	Mindaugas Mickus			"",""Info@tralveza.com"",";
"167,""Transandreja, MB"",""Lietuva"",""Prienai"",""303444999"",""LT100008959710"",,,,""transandreja@gmail.com"",";
"168,""TRANSCAT FRANCE"",""Prancûzija"",""Suresnes"",""404 360 505"",""FR12404360505"",,,,,";
"169,""TRANSEURO ADRIA d.o.o."",""Kroatija"",""Pojatno"",""080095487"",""67564739211"",,,""pardavimø vadybininkë	Maja  Reberniðak		maja.rebernisak@transeuro.gcatrans.com	Accounting	Natalija Hren	: +385 (1) 6 06 53 06	natalija.hren@transeuro.gcatrans.com	"",""dispo@transeuro.gcatrans.com"",";
"170,""Transferational Spóùka z ograniczonà odpowiedzialnoúcià"",""Lenkija"",""Warszawa"",""5272980736"",""PL5272980736"",,,""manager transport	Alan Þukowski			"",,";
"171,""Translis, UAB"",""Lietuva"",""Marijampolë"",""303166425"",""LT100008088616"",,,""vadybininkas	Aivaras			"",""raimisauto1@gmail.com"",";
"172,""Transpaula, MB"",""Lietuva"",""Jurbarkas"",""304114755"",""LT100009743818"",,,,""Paidelis999@gmail.com"",";
"173,""Transporting Wheels B.V."",""Olandija"",""Zwolle"",""60912332"",""NL854116758B01"",,,,""info@transportingwheels.com"",";
"174,""Transvidma, UAB"",""Lietuva"",""Marijampolë"",""304452917"",""LT100010692411"",""+37034359532"",,""Direktorius	Vidmantas Brusokas		transvidma@gmail.com	"",""transvidma@gmail.com"",";
"175,""UAB Aletrans"",""Lietuva"",""Panevëþys"",""304905883"",""LT100011840114"",,,""Vadybininkë	Ernesta	+37065628292	uabaletrans@gmail.com	"",""uabaletrans@gmail.com"",";
"176,""UAB AXIS AUTO"",""Lietuva"",""Vilnius"",""302709537"",""LT100006602111"",,,""Vadybininkë	Birute Simanaviciute		bsimanaviciute@gmail.com	telegram"",""bsimanaviciute@gmail.com"",";
"177,""UAB Bleiras Logistics"",""Lietuva"",""Vilnius"",""301513603"",""LT100003727016"",""+37038961991"",,""Forwarding manager	Atënë Giedraitë	+370 684 35180	atene.giedraite@bleiras.lt	"",,";
"178,""UAB Frostis"",""Lietuva"",""Vilnius"",""304918425"",""LT100011908914"",,,""vadyba	Karolis Bareika			"",,";
"179,""UAB Lusona"",""Lietuva"",""Marijampolë"",""302889957"",""LT100009097015"",""+37068223848"",,""vadybininkas	Rytis Tamoðiûnas		uablusona@gmail.com	telegram"",""uablusona@gmail.com"",";
"180,""UAB Notis LT"",""Lietuva"",""Vilnius"",""302765297"",""LT100006801913"",,,,""auto@notis.lt"",";
"181,""UAB Royal Tourism"",""Lietuva"",""Palanga"",""302426005"",""LT100005339913"",""+37044579212"",,""Direktorius	Ramunas Jazdauskas		ramunastour@gmail.com	telegram"",""ramunastour@gmail.com"",";
"182,""UAB VOITERA"",""Lietuva"",""Kaunas"",""304537495"",""LT100010970016"",,,""direktorius	Rokas Stancikas			"",""9927199@gmail.com"",";
"183,""Unitralija, UAB"",""Lietuva"",""Vilnius"",""303416512"",""LT100010122217"",,,""Direktorius	Erika Labanoviè			telegram"",""unitralija@gmail.com"",";
"184,""VDE Transport, UAB"",""Lietuva"",""Panevëþys"",""304057521"",""LT100009470513"",,,""vadybininkas	Rièardas Dimða		ricardas@vdetransport.eu	Direktorius	Vykintas Andriuðkevièius		vykintas@vdetransport.eu	direktorius	Benas Dambrauskas		benas@vdetransport.eu	"",,";
"185,""Viltoma, UAB"",""Lietuva"",""Kalvarija"",""304746349"",""LT100011440714"",,,""vadybininkas	Algirdas		viltoma.algirdas@outlook.com	telegram"",""viltoma.algirdas@outlook.com"",";
"186,""Vin Motors, UAB"",""Lietuva"",""Vilnius"",""306292105"",""LT100016043317"",,,,""ernestas@vinmotors.lt"",";
"187,""VIP LOGISTICS, UAB"",""Lietuva"",""Vilnius"",""302426496"",""LT100004864113"",""+37052602122"",,""vadybininkas	Rolandas Ercius		rolandas@viplogistics.eu	"",""rolandas@viplogistics.eu"",";
"188,""VOITURA CZECH S.R.O."",""Èekija"",""KNEÞMOST"",""11898054"",""CZ11898054"",,,""Branch Manager	Petra Pet?kov?		petra.petakova@voitura.eu	"",,";
"189,""Voitura Polska Sp. z o.o."",""Lenkija"",""Kalisz"",""0000861278"",""PL5272938970"",,,,,";
"190,""VOITURA UAB"",""Lietuva"",""Vilnius"",""304338867"",""LT100010364619"",""+37061581567"",,""Purchase Manager	Mantas Kraugþlys		mantas.kraugzlys@voitura.eu	"",,";
"191,""Vykom, UAB"",""Lietuva"",""Kaunas"",""300132204"",""LT100002562319"",,,""Purchase Manager	Liudas Stojanas		liudas.stojanas@vykom.com	"",""info@vykom.com"",";
"192,""WAREMA Renkhoff SE"",""Vokietija"",""Wertheim-Bettingen"",""HRB 4528 (Registergericht: Würzburg)"",""DE811240418"",,,,,";
"193,""Winner Spedition GmbH &amp";" Co. KG"",""Vokietija"",""Illingen"",""HRA 606 (Handelsregister Iserlohn)"",""DE125572634"",""+49 7042 8143370"",,""	Tobias Gassenmeier		tobias.gassenmeier@winner-spedition.de	"",,"
"194,""Zipmend GmbH"",""Vokietija"",""Hamburg"",""HRB 138973"",""DE304638568"",,,,,";
